Drug_Name,Reason,Description
Phenamin Plus Syrup 60ml,Vertigo,treat vomiting (travel sickness)
Phenercof Syrup 100ml,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
Phenergan 25mg Tablet 10'SPhenergan 10mg Tablet 10'SPhenergan Injection 2mlPhenergan Syrup 100ml,Vertigo, used to treat difficult sleeping (insomnia)
Phenzee Syrup 60ml,Vertigo,treat vomiting (travel sickness)
Proctil 5Mg Tablet 10's,Vertigo,treat hearing difficulty
Promethazine 10mg Tablet 10'S,Vertigo,treat dizziness
SEZIN Tablet 10's,Vertigo,treat ringing in the ears (tinnitus)
SEZIN DM Tablet 10's,Vertigo,treat disorders of the inner ear that may affect balance (vertigo)
Spinfree Tablet 10'S,Vertigo,relieve the symptoms of travel (motion) sickness such as feeling sick and being sick
Stablanz Tablet 10'SStablanz 8mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
Stugeron Tablet 25'SStugeron Plus Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
Stugeron Forte Tablet 20'S,Vertigo, used to treat difficult sleeping (insomnia)
Stugil Tablet 10'S,Vertigo,treat vomiting (travel sickness)
Sufi 25mg Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
Talendol 0.25mg Tablet 10'STalendol 10mg Tablet 10'STalendol 5mg Injection 1mlTalendol 1.5mg Tablet 10'STalendol 5mg Tablet 10'S,Vertigo, used to treat difficult sleeping (insomnia)
TINIVERT 16mg Tablet 10's,Vertigo,treat vomiting (travel sickness)
Vasograin Tablet 14'S,Vertigo,treat hearing difficulty
Vasotop 30mg Tablet 10'S,Vertigo,treat dizziness
Verbet 8mg Tablet 10'SVerbet 24mg Tablet 10'SVerbet 16mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
Vergo 75mg Tablet 10'SVergo 25mg Tablet 10'S,Vertigo,treat disorders of the inner ear that may affect balance (vertigo)
VERNA MD 16mg Tablet 10'sVERNA MD 24mg Tablet 10'sVERNA MD 8mg Tablet 10's,Vertigo,relieve the symptoms of travel (motion) sickness such as feeling sick and being sick
Vernil 8mg Tablet 10'SVernil 16mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
Vernil Plus Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
Verteze 16mg Tablet 10'SVerteze 8mg Tablet 10'SVerteze 24mg Tablet 10'S,Vertigo, used to treat difficult sleeping (insomnia)
Vertibil 16mg Tablet 10'SVertibil 8mg Tablet 10'S,Vertigo,treat vomiting (travel sickness)
Vertidiz 20/40mg Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
Vertidom Tablet 10'S,Vertigo, used to treat difficult sleeping (insomnia)
Vertiford 8mg Tablet 10'SVertiford Tablet 10'S,Vertigo,treat vomiting (travel sickness)
Vertigon 25mg Tablet 10'S,Vertigo,treat hearing difficulty
Vertigon D 20/40mg Tablet 10'S,Vertigo,treat dizziness
Vertigon Forte 75mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
Vertin 24mg Tablet 15'SVertin 32mg Tablet 10'SVertin OD 48mg Tablet 7'SVertin 16mg Tablet 10'SVertin 8mg Tablet 10'SVertin 8mg Tablet 15'SVertin OD 24mg Tablet 7'SVertin 16mg Tablet 15'SVertin 24mg Tablet 10'S,Vertigo,treat disorders of the inner ear that may affect balance (vertigo)
Vertipress 8mg Tablet 10'SVertipress 24mg Tablet 10'SVertipress 16mg Tablet 10'S,Vertigo,relieve the symptoms of travel (motion) sickness such as feeling sick and being sick
Vertirest 16mg Tablet 10'SVertirest 8mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
Vertirest OD 48mg Tablet 10'SVertirest OD 24mg Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
Vertiron 25mg Tablet 25'S,Vertigo, used to treat difficult sleeping (insomnia)
Vertistar 8mg Tablet 10'SVertistar 4mg Tablet 10'SVertistar MD 8mg Tablet 10'S,Vertigo,treat vomiting (travel sickness)
Vertistar MD 24mg Tablet 10'SVertistar MD 16mg Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
Vertistar Plus 8/10mg Tablet 10'SVertistar Plus 16/10mg Tablet 10'S,Vertigo, used to treat difficult sleeping (insomnia)
Vertizac Tablet 10'SVertizac Tablet 15'S,Vertigo,treat vomiting (travel sickness)
Vertizine 25mg Tablet 10'S,Vertigo,treat hearing difficulty
Vesbal 16mg Tablet 10'S,Vertigo,treat dizziness
Vesbal 8mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
Vetahist 16/Sr Tablet 10'SVetahist MD 8mg Tablet 10'S,Vertigo,treat disorders of the inner ear that may affect balance (vertigo)
VETAHIST G Tablet 10's,Vertigo,relieve the symptoms of travel (motion) sickness such as feeling sick and being sick
Vetahist SR 48mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
VEZE 8mg Tablet 10's,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
VIGO 16mg Tablet 10's,Vertigo, used to treat difficult sleeping (insomnia)
Vomirap 5mg Tablet 10'S,Vertigo,treat vomiting (travel sickness)
Vomivert Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
Wertilin 48Mg Tablet 10'sWertilin Tablet 10'SWertilin 24Mg Tablet 10's,Vertigo, used to treat difficult sleeping (insomnia)
Zevert 8mg Tablet 10'SZevert SR 24mg Tablet 14'SZevert SR 12mg Tablet 14'SZevert 16mg Tablet 10'SZevert MD 24mg Tablet 10'SZevert 24Mg Tablet 10's,Vertigo,treat vomiting (travel sickness)
ZEVERT MD 24mg Tablet 15'sZevert MD 16mg Tablet 15'SZevert MD 8mg Tablet 15'SZevert MD 8mg Tablet 10'S,Vertigo,treat hearing difficulty
Zevert Pvg NF Tablet 10'S,Vertigo,treat dizziness
A Bec L 600/300mg Tablet 30'S,Viral,used to treat Human Immunodeficiency Virus (HIV) infection
Abamune 300mg Tablet 30'S,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
Abamune L Tablet 30'S,Viral,treat chickenpox and shingles
Abavir 300mg Tablet 30'S,Viral,"treats cold sores, genital herpes and other herpes simplex infections"
ACIV 800mg Tablet 10'sACIV 200mg Tablet 10'sACIV 400mg Tablet 10's,Viral,used to treat Human Immunodeficiency Virus (HIV) infection
Acivir DT 200mg Tablet 10'SAcivir DT 800mg Tablet 5'SAcivir Syrup 100mlAcivir Injection 10mlAcivir DT 400mg Tablet 5'SACIVIR Eye Drops 5mlAcivir Cream 5gmAcivir 500mg Injection 20ml,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
Acloveer 400mg Tablet 10'S,Viral,treat chickenpox and shingles
Acyclovir 800mg Ointment 5'S,Viral,"treats cold sores, genital herpes and other herpes simplex infections"
Acylin 800mg Tablet 10'SAcylin 400mg Tablet 10'SAcylin 5% Cream 5gm,Viral,sed to treat cytomegalovirus (CMV) retinitis in people who have acquired immunodeficiency syndrome (AIDS)
Adesera 10mg Tablet 30'S,Viral,"used to prevent CMV disease in people who have received a kidney, heart or kidney-pancreas transplant"
Adfovir 10mg Tablet 10'S,Viral,control HIV (human immunodeficiency virus) infection
Albavir 600mg Tablet 30'S,Viral,used to treat chronic (long-term) hepatitis C virus infection
Albavir Ped 60/30mg Tablet 60'S,Viral,treat vomiting (travel sickness)
Alentos 0.5mg Tablet 10'S,Viral,treat hearing difficulty
ALFERON 3miu Injection 1's,Viral,treat dizziness
Alltera Tablet 120'S,Viral,used to treat Human Immunodeficiency Virus (HIV) infection
Aluvia 200/50mg Tablet 120'S,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
Aluvia FT 200/50mg Tablet 120'S,Viral,treat chickenpox and shingles
Antiflu 75mg Capsule 10'SAntiflu Syrup 75ml,Viral,"treats cold sores, genital herpes and other herpes simplex infections"
Anzavir R Tablet 30'S,Viral,used to treat Human Immunodeficiency Virus (HIV) infection
Atazor R Tablet 30'SAtazor R Kit 6'S,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
Avonza Tablet 30'S,Viral,treat chickenpox and shingles
Axentri 150mg Tablet 10'S,Viral,"treats cold sores, genital herpes and other herpes simplex infections"
Axovir 800mg Tablet 10'SAxovir 400mg Tablet 10'SAxovir 250mg Injection 1'SAxovir 500mg Injection 1'SAxovir 200mg Tablet 10'S,Viral,sed to treat cytomegalovirus (CMV) retinitis in people who have acquired immunodeficiency syndrome (AIDS)
Baraclude 1mg Tablet 10'S,Viral,"used to prevent CMV disease in people who have received a kidney, heart or kidney-pancreas transplant"
Cimivir 400mg Tablet 28'SCimivir 400mg Tablet 7'S,Viral,control HIV (human immunodeficiency virus) infection
Cimivir L Tablet 28'S,Viral,used to treat chronic (long-term) hepatitis C virus infection
Clarigard 500mg Tablet 10'S,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
Cloviderm Ointment 5gm,Viral,treat chickenpox and shingles
Clygan 1.5gm Gel 5gm,Viral,"treats cold sores, genital herpes and other herpes simplex infections"
Cmvee 350mg Tablet 2'SCmvee 450mg Tablet 2'S,Viral,used to treat Human Immunodeficiency Virus (HIV) infection
Cmvigone 450mg Tablet 4'S,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
Combivir 150/300mg Tablet 10'S,Viral,treat chickenpox and shingles
Cronivir 0.5mg Tablet 30'S,Viral,"treats cold sores, genital herpes and other herpes simplex infections"
CYCLOVIR 200mg Tablet 10's,Viral,sed to treat cytomegalovirus (CMV) retinitis in people who have acquired immunodeficiency syndrome (AIDS)
Cymgal 450mg Tablet 10'S,Viral,"used to prevent CMV disease in people who have received a kidney, heart or kidney-pancreas transplant"
Cytogan 250mg Capsule 10'S,Viral,control HIV (human immunodeficiency virus) infection
Cytoganir TM 450mg Tablet 2'S,Viral,used to treat chronic (long-term) hepatitis C virus infection
Dacihep 30mg Tablet 28'SDacihep 60mg Tablet 28'S,Viral,treat vomiting (travel sickness)
Daclacruz 60mg Tablet 28'S,Viral,treat hearing difficulty
Daclacure 30Mg Tablet 28's,Viral,treat dizziness
Daclahep 60mg Tablet 28'S,Viral,used to treat Human Immunodeficiency Virus (HIV) infection
Daclakem 60mg Tablet 28'S,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
Daclawin 60mg Tablet 28'S,Viral,treat chickenpox and shingles
Daclitof 60mg Tablet 28'S,Viral,"treats cold sores, genital herpes and other herpes simplex infections"
Dalsiclear 60mg Tablet 28'SDalsiclear 30mg Tablet 28'S,Viral,used to treat Human Immunodeficiency Virus (HIV) infection
Daruvir 300mg Tablet 60'SDaruvir 300mg Tablet 30'S,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
Dinex EC 400mg Capsule 10'SDinex EC 400mg Tablet 30'SDinex EC 250mg Tablet 30'SDinex EC 250mg Capsule 10'S,Viral,treat chickenpox and shingles
Dinmek Tablet 30'S,Viral,"treats cold sores, genital herpes and other herpes simplex infections"
Dinosin 400mg Capsule 30'S,Viral,sed to treat cytomegalovirus (CMV) retinitis in people who have acquired immunodeficiency syndrome (AIDS)
Duovir Tablet 60'SDuovir N Tablet 30'SDuovir Tablet 10'S,Viral,"used to prevent CMV disease in people who have received a kidney, heart or kidney-pancreas transplant"
Duovir E Kit 1'S,Viral,control HIV (human immunodeficiency virus) infection
Durart R Tablet 60'S,Viral,used to treat chronic (long-term) hepatitis C virus infection
Efamat 600mg Tablet 30'S,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
Efavir 300mg Tablet 30'SEfavir 200mg Tablet 60'SEfavir 200mg Capsule 30'SEfavir 600mg Tablet 30'SEfavir 100mg Capsule 30'S,Viral,treat chickenpox and shingles
Efcure 200mg Tablet 30'SEfcure 600mg Tablet 30'S,Viral,"treats cold sores, genital herpes and other herpes simplex infections"
Efferven 600mg Tablet 30'S,Viral,used to treat Human Immunodeficiency Virus (HIV) infection
Effoday Tablet 30'S,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
Emduo 150/30mg Tablet 10'SEmduo 150/40mg Tablet 10'SEmduo 150/30mg Tablet 60'S,Viral,treat chickenpox and shingles
Emduo E 30/150/600mg Kit 3'S,Viral,"treats cold sores, genital herpes and other herpes simplex infections"
Emduo Junior 40/10mg Tablet 10'S,Viral,sed to treat cytomegalovirus (CMV) retinitis in people who have acquired immunodeficiency syndrome (AIDS)
Emletra Tablet 10'S,Viral,"used to prevent CMV disease in people who have received a kidney, heart or kidney-pancreas transplant"
Emletra Junior 25/100mg Tablet 60'S,Viral,control HIV (human immunodeficiency virus) infection
Emtaf B Tablet 30'S,Viral,used to treat chronic (long-term) hepatitis C virus infection
Emtri 40/10/70mg Oral Suspension 60mlEmtri Tablet 60'SEmtri 150/40/200mg Tablet 30'SEmtri 150/30/200mg Tablet 60'SEmtri 150/30/200mg Tablet 30'S,Viral,treat vomiting (travel sickness)
Emtri Junior Tablet 10'S,Viral,treat hearing difficulty
Encure 0.5mg Tablet 10'S,Viral,treat dizziness
Entehep 0.5mg Tablet 30'S,Viral,used to treat Human Immunodeficiency Virus (HIV) infection
Entos 0.5mg Tablet 30'S,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
Epivir Solution 450ml,Viral,treat chickenpox and shingles
Estiva 600mg Capsule 10'SEstiva 600mg Capsule 30'S,Viral,"treats cold sores, genital herpes and other herpes simplex infections"
Famcimac 500mg Tablet 3'SFamcimac 250mg Tablet 6'S,Viral,used to treat Human Immunodeficiency Virus (HIV) infection
Famnova 250Mg Tablet 6'sFamnova 500Mg Tablet 6's,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
Famtrex 250mg Tablet 7'SFamtrex 125mg Tablet 10'SFamtrex 500mg Tablet 7'SFamtrex 250mg Tablet 10'S,Viral,treat chickenpox and shingles
Fluhalt 75mg Capsule 10'S,Viral,"treats cold sores, genital herpes and other herpes simplex infections"
Fluvir 75mg Capsule 10'SFluvir Dry Syrup 75ml,Viral,sed to treat cytomegalovirus (CMV) retinitis in people who have acquired immunodeficiency syndrome (AIDS)
Frithvir 0.5mg Tablet 10'S,Viral,"used to prevent CMV disease in people who have received a kidney, heart or kidney-pancreas transplant"
Glenvirax 200mg Tablet 10'SGlenvirax 400mg Tablet 10'SGlenvirax 5% Cream 5gmGlenvirax 800mg Tablet 10'S,Viral,control HIV (human immunodeficiency virus) infection
Hepalo 0.5mg Tablet 10'S,Viral,used to treat chronic (long-term) hepatitis C virus infection
Hepbest 25mg Tablet 30'S,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
Hepcdac 60mg Tablet 28'S,Viral,treat chickenpox and shingles
Hepcfix 60mg Tablet 28'S,Viral,"treats cold sores, genital herpes and other herpes simplex infections"
Hepcinat Plus 60/400mg Tablet 10'S,Viral,used to treat Human Immunodeficiency Virus (HIV) infection
Hepcvel Tablet 28'S,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
Hepcvir 400mg Tablet 28'SHepcvir Tablet 15'S,Viral,treat chickenpox and shingles
Hepcvir L 90mg Tablet 28'SHepcvir L 90mg Tablet 29'SHepcvir L 90mg Tablet 14'S,Viral,"treats cold sores, genital herpes and other herpes simplex infections"
Hepdoze 300mg Tablet 30'S,Viral,sed to treat cytomegalovirus (CMV) retinitis in people who have acquired immunodeficiency syndrome (AIDS)
Hepitec 100mg Tablet 10'SHepitec 100mg Tablet 14'S,Viral,"used to prevent CMV disease in people who have received a kidney, heart or kidney-pancreas transplant"
Heptavir 10mg Syrup 100ml,Viral,control HIV (human immunodeficiency virus) infection
Heptos 200mg Capsule 10'S,Viral,used to treat chronic (long-term) hepatitis C virus infection
Herperax 200mg Tablet 5'SHerperax 400mg Tablet 10'SHerperax Ointment 5gmHerperax 800mg Tablet 10'S,Viral,treat vomiting (travel sickness)
Herpesafe 5% Gel 10gmHerpesafe 5% Cream 10gm,Viral,treat hearing difficulty
Herpesafe DT 800mg Tablet 10'SHerpesafe DT 200mg Tablet 5'SHerpesafe DT 800mg Tablet 5'SHerpesafe DT 400mg Tablet 5'SHerpesafe DT 400mg Tablet 10'SHerpesafe DT 200mg Tablet 10'S,Viral,treat dizziness
Herpex 200mg Tablet 10'SHerpex 5% Cream 5gmHerpex DT 800mg Tablet 5'S,Viral,used to treat Human Immunodeficiency Virus (HIV) infection
Herpex 3 3% Eye Ointment 5gm,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
Herpikind 200mg Tablet 10'SHerpikind Ointment 10gmHerpikind 800mg Tablet 10'SHerpikind 400mg Tablet 10'S,Viral,treat chickenpox and shingles
Herpin 800mg Tablet 10'S,Viral,"treats cold sores, genital herpes and other herpes simplex infections"
Herpival 500mg Tablet 3'SHerpival 1000mg Tablet 3'S,Viral,used to treat Human Immunodeficiency Virus (HIV) infection
